# t,i_Ls,i_Lc1,i_Lc2_,i_HF1,i_HF2,t_shifted
0.010001129999948,5.614158700462043,-0.13177669848506143,-1.1765656836065934,5.659,28.972,1.119999999500687
0.010001130999948,5.620158700462043,-0.13077669848506143,-1.1765656836065934,5.666,28.994,1.1209999995001607
0.010001131999948,5.625158700462043,-0.12977669848506143,-1.1765656836065934,5.672,29.017,1.1219999994996344
0.010001132999948,5.631158700462043,-0.12877669848506143,-1.1765656836065934,5.679,29.04,1.1229999995008426
0.010001133999948,5.636158700462043,-0.12777669848506143,-1.1765656836065934,5.685,29.062,1.1239999995003163
0.010001134999948,5.642158700462043,-0.12677669848506143,-1.1765656836065934,5.692,29.085,1.12499999949979
0.0100011359999479,5.647158700462043,-0.12577669848506143,-1.1765656836065934,5.698,29.107,1.1259999994003844
0.0100011369999479,5.652158700462043,-0.12477669848506144,-1.1765656836065934,5.705,29.131,1.126999999399858
0.0100011379999479,5.658158700462043,-0.12377669848506144,-1.1765656836065934,5.711,29.153,1.1279999994010663
0.0100011389999479,5.663158700462043,-0.12277669848506144,-1.1765656836065934,5.718,29.176,1.12899999940054
0.0100011399999479,5.669158700462043,-0.12177669848506144,-1.1765656836065934,5.724,29.199,1.1299999994000136
0.0100011409999479,5.674158700462043,-0.12077669848506144,-1.1765656836065934,5.73,29.222,1.1309999993994873
0.0100011419999479,5.680158700462043,-0.11977669848506144,-1.1765656836065934,5.737,29.244,1.1319999994006957
0.0100011429999479,5.6851587004620425,-0.11877669848506144,-1.1765656836065934,5.743,29.267,1.1329999994001694
0.0100011439999479,5.691158700462043,-0.11747669848506144,-1.1765656836065934,5.75,29.29,1.133999999399643
0.0100011449999479,5.696158700462043,-0.11647669848506144,-1.1765656836065934,5.756,29.312,1.1349999994008515
0.0100011459999479,5.7011587004620425,-0.11547669848506144,-1.1765656836065934,5.763,29.335,1.1359999994003251
0.0100011469999479,5.707158700462043,-0.11447669848506144,-1.1765656836065934,5.769,29.357,1.1369999993997988
0.0100011479999479,5.712158700462043,-0.11337669848506143,-1.1765656836065934,5.776,29.381,1.137999999401007
0.0100011489999479,5.718158700462043,-0.11237669848506143,-1.1765656836065934,5.782,29.403,1.1389999994004807
0.0100011499999479,5.723158700462043,-0.11137669848506145,-1.1765656836065934,5.788,29.426,1.1399999993999543
0.0100011509999479,5.728158700462043,-0.11037669848506144,-1.1765656836065934,5.795,29.448,1.1409999994011626
0.0100011519999479,5.734158700462043,-0.10937669848506144,-1.1765656836065934,5.801,29.472,1.1419999994006362
0.0100011529999479,5.739158700462043,-0.10831669848506144,-1.1765656836065934,5.808,29.494,1.1429999994001099
0.0100011539999479,5.745158700462043,-0.10729669848506145,-1.1765656836065934,5.814,29.517,1.1439999993995835
0.0100011549999479,5.750158700462043,-0.10627669848506144,-1.1765656836065934,5.821,29.539,1.144999999400792
0.0100011559999479,5.755158700462043,-0.10527669848506144,-1.1765656836065934,5.827,29.562,1.1459999994002656
0.0100011569999479,5.761158700462043,-0.10427669848506144,-1.1765656836065934,5.833,29.585,1.1469999993997393
0.0100011579999479,5.766158700462043,-0.10317669848506145,-1.1765656836065934,5.84,29.607,1.1479999994009478
0.0100011589999479,5.772158700462043,-0.10217669848506145,-1.1765656836065934,5.846,29.631,1.1489999994004214
0.0100011599999479,5.777158700462043,-0.10117669848506144,-1.1765656836065934,5.853,29.653,1.149999999399895
0.0100011609999479,5.783158700462043,-0.10017669848506144,-1.1765656836065934,5.859,29.676,1.1509999994011033
0.0100011619999479,5.788158700462043,-0.09907669848506144,-1.1765656836065934,5.866,29.698,1.151999999400577
0.0100011629999479,5.794158700462043,-0.09807669848506144,-1.1765656836065934,5.872,29.722,1.1529999994000506
0.0100011639999479,5.799158700462043,-0.09677669848506144,-1.1765656836065934,5.879,29.744,1.1539999993995242
0.0100011649999479,5.805158700462043,-0.09577669848506144,-1.1765656836065934,5.885,29.767,1.1549999994007325
0.0100011659999479,5.8101587004620425,-0.09477669848506144,-1.1765656836065934,5.892,29.789,1.1559999994002061
0.0100011669999479,5.815158700462043,-0.09377669848506144,-1.1765656836065934,5.898,29.812,1.1569999993996798
0.0100011679999479,5.821158700462043,-0.09277669848506144,-1.1765656836065934,5.905,29.835,1.1579999994008883
0.0100011689999479,5.8261587004620425,-0.09177669848506144,-1.1765656836065934,5.911,29.857,1.158999999400362
0.0100011699999479,5.832158700462043,-0.09077669848506144,-1.1765656836065934,5.917,29.88,1.1599999993998356
0.0100011709999479,5.837158700462043,-0.08977669848506144,-1.1765656836065934,5.924,29.903,1.160999999401044
0.0100011719999479,5.8421587004620426,-0.08877669848506144,-1.1765656836065934,5.93,29.926,1.1619999994005177
0.0100011729999479,5.848158700462043,-0.08777669848506144,-1.1765656836065934,5.937,29.948,1.1629999993999913
0.0100011739999479,5.853158700462043,-0.08677669848506143,-1.1765656836065934,5.943,29.971,1.163999999399465
0.0100011749999479,5.859158700462043,-0.08577669848506145,-1.1765656836065934,5.95,29.994,1.1649999994006732
0.0100011759999479,5.864158700462043,-0.08477669848506145,-1.1765656836065934,5.956,30.017,1.1659999994001469
0.0100011769999479,5.869158700462043,-0.08377669848506145,-1.1765656836065934,5.962,30.039,1.1669999993996205
0.0100011779999479,5.875158700462043,-0.08277669848506145,-1.1765656836065934,5.969,30.062,1.1679999994008288
0.0100011789999479,5.880158700462043,-0.08177669848506144,-1.1765656836065934,5.975,30.085,1.1689999994003024
0.0100011799999479,5.886158700462043,-0.08077669848506144,-1.1765656836065934,5.982,30.107,1.169999999399776
0.0100011809999479,5.891158700462043,-0.07977669848506144,-1.1765656836065934,5.988,30.13,1.1709999994009845
0.0100011819999479,5.897158700462043,-0.07877669848506144,-1.1765656836065934,5.995,30.152,1.1719999994004582
0.0100011829999479,5.902158700462043,-0.07777669848506144,-1.1765656836065934,6.001,30.176,1.1729999993999318
0.0100011839999479,5.908158700462043,-0.07677669848506144,-1.1765656836065934,6.008,30.198,1.1739999994011403
0.0100011849999479,5.913158700462043,-0.07577669848506144,-1.1755656836065935,6.014,30.221,1.174999999400614
0.0100011859999479,5.918158700462043,-0.07477669848506144,-1.1755656836065935,6.021,30.243,1.1759999994000876
0.0100011869999479,5.924158700462043,-0.07377669848506144,-1.1755656836065935,6.027,30.267,1.1769999993995612
0.0100011879999479,5.929158700462043,-0.07277669848506144,-1.1755656836065935,6.033,30.289,1.1779999994007695
0.0100011889999479,5.9351587004620425,-0.07177669848506144,-1.1755656836065935,6.04,30.312,1.1789999994002431
0.0100011899999479,5.940158700462043,-0.07077669848506143,-1.1755656836065935,6.046,30.334,1.1799999993997168
0.0100011909999479,5.945158700462043,-0.06977669848506143,-1.1755656836065935,6.053,30.357,1.180999999400925
0.0100011919999479,5.9511587004620425,-0.06877669848506143,-1.1755656836065935,6.059,30.38,1.1819999994003987
0.0100011929999479,5.956158700462043,-0.06777669848506143,-1.1755656836065935,6.066,30.402,1.1829999993998723
0.0100011939999479,5.962158700462043,-0.06677669848506143,-1.1755656836065935,6.072,30.425,1.1839999994010808
0.0100011949999479,5.9671587004620426,-0.06577669848506143,-1.1755656836065935,6.079,30.448,1.1849999994005544
0.0100011959999479,5.973158700462043,-0.06477669848506144,-1.1755656836065935,6.085,30.471,1.185999999400028
0.0100011969999479,5.978158700462043,-0.06377669848506144,-1.1755656836065935,6.091,30.493,1.1869999993995017
0.0100011979999479,5.983158700462043,-0.06277669848506144,-1.1755656836065935,6.098,30.516,1.1879999994007102
0.0100011989999479,5.989158700462043,-0.06177669848506144,-1.1755656836065935,6.104,30.538,1.1889999994001839
0.0100011999999479,5.994158700462043,-0.06077669848506144,-1.1755656836065935,6.111,30.562,1.1899999993996575
0.0100012009999479,6.000158700462043,-0.05977669848506144,-1.1755656836065935,6.117,30.584,1.1909999994008658
0.0100012019999479,6.005158700462043,-0.05777669848506144,-1.1755656836065935,6.124,30.606,1.1919999994003394
0.0100012029999479,6.011158700462043,-0.05677669848506144,-1.1755656836065935,6.13,30.629,1.192999999399813
0.0100012039999479,6.016158700462043,-0.05577669848506144,-1.1755656836065935,6.136,30.652,1.1939999994010213
0.0100012049999479,6.021158700462043,-0.05477669848506144,-1.1755656836065935,6.143,30.675,1.194999999400495
0.0100012059999479,6.027158700462043,-0.05377669848506144,-1.1755656836065935,6.149,30.697,1.1959999993999686
0.0100012069999479,6.032158700462043,-0.05277669848506144,-1.1755656836065935,6.156,30.72,1.196999999401177
0.0100012079999479,6.038158700462043,-0.05177669848506144,-1.1755656836065935,6.162,30.743,1.1979999994006507
0.0100012089999479,6.043158700462043,-0.05077669848506144,-1.1755656836065935,6.169,30.766,1.1989999994001244
0.0100012099999479,6.048158700462043,-0.04977669848506144,-1.1755656836065935,6.175,30.788,1.199999999399598
0.0100012109999479,6.054158700462043,-0.04877669848506144,-1.1755656836065935,6.182,30.811,1.2009999994008065
0.0100012119999479,6.059158700462043,-0.04777669848506144,-1.1755656836065935,6.188,30.834,1.2019999994002801
0.0100012129999479,6.065158700462043,-0.04677669848506144,-1.1755656836065935,6.195,30.856,1.2029999993997538
0.0100012139999479,6.070158700462043,-0.04577669848506144,-1.1755656836065935,6.201,30.879,1.203999999400962
0.0100012149999479,6.0761587004620425,-0.04477669848506144,-1.1755656836065935,6.208,30.901,1.2049999994004357
0.0100012159999479,6.081158700462043,-0.04377669848506144,-1.1755656836065935,6.214,30.924,1.2059999993999093
0.0100012169999479,6.087158700462043,-0.04277669848506144,-1.1755656836065935,6.22,30.947,1.2069999994011176
0.0100012179999479,6.0921587004620426,-0.041776698485061436,-1.1755656836065935,6.227,30.97,1.2079999994005912
0.0100012189999479,6.097158700462043,-0.040776698485061436,-1.1755656836065935,6.233,30.992,1.2089999994000649
0.0100012199999479,6.103158700462043,-0.039776698485061435,-1.1755656836065935,6.24,31.015,1.2099999993995385
0.0100012209999479,6.108158700462043,-0.038776698485061434,-1.1755656836065935,6.246,31.038,1.210999999400747
0.0100012219999479,6.114158700462043,-0.03777669848506143,-1.1755656836065935,6.252,31.061,1.2119999994002206
0.0100012229999479,6.119158700462043,-0.036776698485061446,-1.1755656836065935,6.259,31.083,1.2129999993996943
0.0100012239999479,6.124158700462043,-0.035776698485061445,-1.1755656836065935,6.265,31.105,1.2139999994009028
0.0100012249999479,6.130158700462043,-0.034776698485061444,-1.1755656836065935,6.272,31.129,1.2149999994003764
0.0100012259999479,6.135158700462043,-0.03377669848506144,-1.1755656836065935,6.278,31.151,1.21599999939985
0.0100012269999479,6.141158700462043,-0.03277669848506144,-1.1755656836065935,6.285,31.174,1.2169999994010583
0.0100012279999479,6.146158700462043,-0.03177669848506144,-1.1755656836065935,6.291,31.196,1.217999999400532
0.0100012289999479,6.151158700462043,-0.03077669848506144,-1.1755656836065935,6.298,31.219,1.2189999994000056
0.0100012299999479,6.157158700462043,-0.02977669848506144,-1.1755656836065935,6.304,31.242,1.2199999993994792
0.0100012309999479,6.162158700462043,-0.02877669848506144,-1.1755656836065935,6.311,31.265,1.2209999994006875
0.0100012319999479,6.168158700462043,-0.027776698485061438,-1.1755656836065935,6.317,31.287,1.2219999994001611
0.0100012329999479,6.173158700462043,-0.026776698485061437,-1.1755656836065935,6.323,31.31,1.2229999993996348
0.0100012339999479,6.179158700462043,-0.025776698485061436,-1.1745656836065934,6.33,31.333,1.2239999994008433
0.0100012349999479,6.184158700462043,-0.024776698485061435,-1.1745656836065934,6.336,31.355,1.224999999400317
0.0100012359999479,6.190158700462043,-0.023776698485061434,-1.1745656836065934,6.343,31.378,1.2259999993997905
0.0100012369999479,6.195158700462043,-0.022776698485061433,-1.1745656836065934,6.349,31.4,1.226999999400999
0.0100012379999479,6.200158700462043,-0.021776698485061446,-1.1745656836065934,6.356,31.424,1.2279999994004727
0.0100012389999479,6.206158700462043,-0.020776698485061446,-1.1745656836065934,6.362,31.446,1.2289999993999463
0.0100012399999479,6.2011587004620425,-0.019776698485061445,-1.1735656836065935,6.358,31.418,1.2299999994011546
0.0100012409999479,6.196158700462043,-0.018776698485061444,-1.1715656836065935,6.355,31.391,1.2309999994006282
0.0100012419999479,6.192158700462043,-0.017776698485061443,-1.1695656836065935,6.351,31.363,1.2319999994001019
0.0100012429999479,6.187158700462043,-0.016776698485061442,-1.1675656836065935,6.347,31.335,1.2329999993995755
0.0100012439999479,6.182158700462043,-0.01577669848506144,-1.1655656836065935,6.344,31.308,1.2339999994007838
0.0100012449999479,6.178158700462043,-0.01477669848506144,-1.1635656836065935,6.34,31.28,1.2349999994002574
0.0100012459999479,6.173158700462043,-0.01377669848506144,-1.1615656836065935,6.336,31.252,1.235999999399731
0.0100012469999479,6.168158700462043,-0.012776698485061438,-1.1595656836065935,6.333,31.225,1.2369999994009395
0.0100012479999479,6.164158700462043,-0.010776698485061437,-1.1575656836065935,6.329,31.197,1.2379999994004132
0.0100012489999479,6.159158700462043,-0.009776698485061436,-1.1555656836065935,6.325,31.169,1.2389999993998868
0.0100012499999479,6.154158700462043,-0.008776698485061435,-1.1535656836065935,6.322,31.142,1.2399999994010953
0.0100012509999479,6.150158700462043,-0.007776698485061434,-1.1525656836065934,6.318,31.114,1.240999999400569
0.0100012519999479,6.145158700462043,-0.006776698485061433,-1.1505656836065934,6.314,31.086,1.2419999994000426
0.0100012529999479,6.140158700462043,-0.005776698485061446,-1.1485656836065934,6.311,31.059,1.2429999993995162
0.0100012539999479,6.136158700462043,-0.004776698485061445,-1.1465656836065934,6.307,31.031,1.2439999994007245
0.0100012549999479,6.131158700462043,-0.0037766984850614443,-1.1445656836065934,6.303,31.003,1.2449999994001981
0.0100012559999479,6.126158700462043,-0.0027766984850614435,-1.1425656836065934,6.3,30.976,1.2459999993996718
0.0100012569999479,6.121158700462043,-0.0017766984850614426,-1.1405656836065934,6.296,30.948,1.24699999940088
0.0100012579999479,6.117158700462043,-0.0007766984850614417,-1.1385656836065934,6.292,30.92,1.2479999994003537
0.0100012589999479,6.112158700462043,0.0002233015149385592,-1.1365656836065934,6.289,30.893,1.2489999993998273
0.0100012599999479,6.107158700462043,0.00122330151493856,-1.1345656836065934,6.285,30.865,1.2499999994010358
0.0100012609999479,6.103158700462043,0.002223301514938561,-1.1325656836065934,6.281,30.837,1.2509999994005094
0.0100012619999479,6.098158700462043,0.003223301514938562,-1.1315656836065935,6.278,30.81,1.251999999399983
0.0100012629999479,6.093158700462043,0.004223301514938563,-1.1295656836065935,6.274,30.782,1.2529999993994567
0.0100012639999479,6.089158700462043,0.005223301514938564,-1.1275656836065935,6.271,30.754,1.2539999994006652
0.0100012649999479,6.0841587004620425,0.0062233015149385645,-1.1255656836065935,6.267,30.727,1.2549999994001388
0.0100012659999479,6.079158700462043,0.007223301514938565,-1.1235656836065935,6.263,30.699,1.2559999993996125
0.0100012669999479,6.075158700462043,0.008223301514938566,-1.1215656836065935,6.26,30.671,1.2569999994008207
0.0100012679999479,6.070158700462043,0.009223301514938567,-1.1195656836065935,6.256,30.644,1.2579999994002944
0.0100012689999479,6.065158700462043,0.010223301514938554,-1.1175656836065935,6.252,30.616,1.258999999399768
0.0100012699999479,6.061158700462043,0.011223301514938555,-1.1155656836065935,6.249,30.589,1.2599999994009763
0.0100012709999479,6.056158700462043,0.012223301514938556,-1.1135656836065935,6.245,30.561,1.26099999940045
0.0100012719999479,6.051158700462043,0.013223301514938557,-1.1125656836065934,6.241,30.533,1.2619999993999236
0.0100012729999479,6.046158700462043,0.014223301514938558,-1.1105656836065934,6.238,30.506,1.262999999401132
0.0100012739999479,6.042158700462043,0.015223301514938559,-1.1085656836065934,6.234,30.478,1.2639999994006057
0.0100012749999479,6.037158700462043,0.01622330151493856,-1.1065656836065934,6.23,30.45,1.2649999994000793
0.0100012759999479,6.033158700462043,0.01722330151493856,-1.1045656836065934,6.227,30.423,1.265999999399553
0.0100012769999479,6.028158700462043,0.01822330151493856,-1.1025656836065933,6.223,30.395,1.2669999994007615
0.0100012779999479,6.023158700462043,0.019223301514938562,-1.1005656836065933,6.219,30.367,1.2679999994002351
0.0100012789999479,6.018158700462043,0.020223301514938563,-1.0985656836065933,6.216,30.34,1.2689999993997088
0.0100012799999479,6.014158700462043,0.021223301514938564,-1.0965656836065933,6.212,30.312,1.269999999400917
0.0100012809999479,6.009158700462043,0.022223301514938565,-1.0945656836065933,6.208,30.284,1.2709999994003907
0.0100012819999479,6.004158700462043,0.023223301514938566,-1.0925656836065933,6.205,30.257,1.2719999993998643
0.0100012829999479,6.000158700462043,0.024223301514938567,-1.0915656836065935,6.201,30.229,1.2729999994010726
0.0100012839999479,5.995158700462043,0.025223301514938568,-1.0895656836065934,6.197,30.201,1.2739999994005462
0.0100012849999479,5.990158700462043,0.02622330151493857,-1.0875656836065934,6.194,30.174,1.2749999994000198
0.0100012859999479,5.986158700462043,0.02722330151493857,-1.0855656836065934,6.19,30.146,1.2759999993994935
0.0100012869999479,5.981158700462043,0.02822330151493857,-1.0835656836065934,6.186,30.118,1.276999999400702
0.0100012879999479,5.976158700462043,0.02922330151493857,-1.0815656836065934,6.183,30.091,1.2779999994001756
0.0100012889999479,5.972158700462043,0.030223301514938572,-1.0795656836065934,6.179,30.062,1.2789999993996493
0.0100012899999479,5.9671587004620426,0.031223301514938573,-1.0775656836065934,6.175,30.035,1.2799999994008577
