Label,Inductance,Deviation,Volume,Losses,Core Type
4711,0.0005707006416939673,15.451756786078919,3.108037022658705e-05,1.7050645655813734,PQ 35/35
4720,0.0005678162090345335,15.879080143032084,2.3350800864957557e-05,2.750805006420703,PQ 32/20
4721,0.0005678162090345335,15.879080143032084,2.3350800864957557e-05,2.750805006420703,PQ 32/20
4722,0.0005678162090345335,15.879080143032084,2.3350800864957557e-05,2.750805006420703,PQ 32/20
4723,0.0005678162090345335,15.879080143032084,2.3350800864957557e-05,2.750805006420703,PQ 32/20
4736,0.0005513247174086669,18.322264087604903,2.0627460811361245e-05,2.3909644430813795,PQ 32/20
4737,0.0005513247174086669,18.322264087604903,2.0627460811361245e-05,2.3909644430813795,PQ 32/20
4738,0.0005513247174086669,18.322264087604903,2.0627460811361245e-05,2.3909644430813795,PQ 32/20
4739,0.0005513247174086669,18.322264087604903,2.0627460811361245e-05,2.3909644430813795,PQ 32/20
4751,0.0005840873665130733,13.468538294359513,2.0627460811361245e-05,2.4884989252071232,PQ 32/20
4752,0.0005840873665130733,13.468538294359513,2.0627460811361245e-05,2.4884989252071232,PQ 32/20
4753,0.0005840873665130733,13.468538294359513,2.0627460811361245e-05,2.4884989252071232,PQ 32/20
4754,0.0005840873665130733,13.468538294359513,2.0627460811361245e-05,2.4884989252071232,PQ 32/20
4759,0.000621914211582484,7.86456124703942,2.3350800864957557e-05,2.9003597790277897,PQ 32/20
4760,0.000621914211582484,7.86456124703942,2.3350800864957557e-05,2.9003597790277897,PQ 32/20
4761,0.000621914211582484,7.86456124703942,2.3350800864957557e-05,2.9003597790277897,PQ 32/20
4762,0.000621914211582484,7.86456124703942,2.3350800864957557e-05,2.9003597790277897,PQ 32/20
4772,0.0005582394567929521,17.297858252895992,3.108037022658705e-05,1.6829385418669758,PQ 35/35
4795,0.0005631893826932671,16.564535897293766,3.108037022658705e-05,1.6944604986929033,PQ 35/35
4813,0.0006449309687676647,4.454671293679315,3.108037022658705e-05,2.873115510079329,PQ 35/35
4825,0.0006381027089770513,5.466265336733144,3.108037022658705e-05,2.854637138844579,PQ 35/35
4836,0.0006515621498624358,3.4722740944539634,3.108037022658705e-05,2.892504832565674,PQ 35/35
4838,0.0006252124825329439,7.375928513637941,2.7506248397888617e-05,2.451026270337008,PQ 35/35
4849,0.000615982787292764,8.743290771442371,2.3350800864957557e-05,2.850506893344037,PQ 32/20
4850,0.000615982787292764,8.743290771442371,2.3350800864957557e-05,2.850506893344037,PQ 32/20
4851,0.000615982787292764,8.743290771442371,2.3350800864957557e-05,2.850506893344037,PQ 32/20
4852,0.000615982787292764,8.743290771442371,2.3350800864957557e-05,2.850506893344037,PQ 32/20
4855,0.0005507206971386482,18.41174857205212,3.108037022658705e-05,1.6715580111711248,PQ 35/35
4866,0.0006312130392350042,6.486957150369757,3.108037022658705e-05,2.8367071564909425,PQ 35/35
4872,0.0005558425734723268,17.652952078173815,3.108037022658705e-05,1.6855600095346688,PQ 35/35
4917,0.0005722980585400895,15.215102438505266,2.7506248397888617e-05,2.314617817589937,PQ 35/35
4922,0.0006259484636149501,7.266894279266654,3.108037022658705e-05,2.803032874935449,PQ 35/35
4944,0.000557929480007824,17.343780739581625,3.108037022658705e-05,2.331854193076836,PQ 35/35
4949,0.0006102550635988153,9.591842429805144,2.3350800864957557e-05,2.8302811524535807,PQ 32/20
4950,0.0006102550635988153,9.591842429805144,2.3350800864957557e-05,2.8302811524535807,PQ 32/20
4951,0.0006102550635988153,9.591842429805144,2.3350800864957557e-05,2.8302811524535807,PQ 32/20
4952,0.0006102550635988153,9.591842429805144,2.3350800864957557e-05,2.8302811524535807,PQ 32/20
4957,0.0006198336679763794,8.172789929425283,2.7506248397888617e-05,2.4432398091952496,PQ 35/35
4965,0.000619813705539128,8.175747327536602,2.0627460811361245e-05,2.637786063024288,PQ 32/20
4966,0.000619813705539128,8.175747327536602,2.0627460811361245e-05,2.637786063024288,PQ 32/20
4967,0.000619813705539128,8.175747327536602,2.0627460811361245e-05,2.637786063024288,PQ 32/20
4968,0.000619813705539128,8.175747327536602,2.0627460811361245e-05,2.637786063024288,PQ 32/20
4980,0.0005434536054197804,19.488354752625124,3.108037022658705e-05,1.6618282672037727,PQ 35/35
4984,0.0006199712325715717,8.152409989396793,3.108037022658705e-05,2.780652457632229,PQ 35/35
4989,0.0005634614606917162,16.524228045671673,2.3350800864957557e-05,2.7721788408482486,PQ 32/20
4990,0.0005634614606917162,16.524228045671673,2.3350800864957557e-05,2.7721788408482486,PQ 32/20
4991,0.0005634614606917162,16.524228045671673,2.3350800864957557e-05,2.7721788408482486,PQ 32/20
4992,0.0005634614606917162,16.524228045671673,2.3350800864957557e-05,2.7721788408482486,PQ 32/20
5008,0.0005487301062371595,18.706650927828232,3.108037022658705e-05,1.6782082813293462,PQ 35/35
5019,0.0005446336651057061,19.31353109545096,2.2483158260258385e-05,1.938272355455293,PQ 35/35
5021,0.0006128174367810805,9.212231587988082,2.2483158260258385e-05,2.1284813746524684,PQ 35/35
5053,0.0006136213708093206,9.093130250471027,3.108037022658705e-05,2.7623337608981386,PQ 35/35
5057,0.0005505608380437309,18.435431400928753,3.108037022658705e-05,2.304796643805184,PQ 35/35
5078,0.0006524156681365769,3.345826942729349,2.2483158260258385e-05,2.2627402809157555,PQ 35/35
5081,0.0006050625940556463,10.361097176941291,2.3350800864957557e-05,2.8509191997100505,PQ 32/20
5082,0.0006050625940556463,10.361097176941291,2.3350800864957557e-05,2.8509191997100505,PQ 32/20
5083,0.0006050625940556463,10.361097176941291,2.3350800864957557e-05,2.8509191997100505,PQ 32/20
5084,0.0006050625940556463,10.361097176941291,2.3350800864957557e-05,2.8509191997100505,PQ 32/20
5096,0.0005642334520891006,16.409858949762885,2.074439628954023e-05,1.9339478143955768,PQ 35/35
5097,0.0005794371257488764,14.157462852018316,2.0627460811361245e-05,2.485065548812268,PQ 32/20
5098,0.0005794371257488764,14.157462852018316,2.0627460811361245e-05,2.485065548812268,PQ 32/20
5099,0.0005794371257488764,14.157462852018316,2.0627460811361245e-05,2.485065548812268,PQ 32/20
5100,0.0005794371257488764,14.157462852018316,2.0627460811361245e-05,2.485065548812268,PQ 32/20
5155,0.0005422095511230134,19.672659092886903,3.108037022658705e-05,1.6790539033539438,PQ 35/35
5175,0.0006141261099986439,9.018354074274987,2.7506248397888617e-05,2.4337010076357455,PQ 35/35
5221,0.0006070703466931078,10.063652341761806,3.108037022658705e-05,2.7472886702368835,PQ 35/35
5232,0.0005755080928914882,14.739541793853606,2.2483158260258385e-05,2.0235983935830144,PQ 35/35
5242,0.0006142258752857556,9.003574031739918,2.0627460811361245e-05,2.619087682673893,PQ 32/20
5243,0.0006142258752857556,9.003574031739918,2.0627460811361245e-05,2.619087682673893,PQ 32/20
5244,0.0006142258752857556,9.003574031739918,2.0627460811361245e-05,2.619087682673893,PQ 32/20
5245,0.0006142258752857556,9.003574031739918,2.0627460811361245e-05,2.619087682673893,PQ 32/20
5246,0.0005433303116502919,19.506620496253056,3.108037022658705e-05,2.2773521018826473,PQ 35/35
5247,0.000566928216184306,16.01063463936208,2.7506248397888617e-05,2.311528175304888,PQ 35/35
5262,0.0005476543788886795,18.866017942417855,2.0627460811361245e-05,2.405179636298154,PQ 32/20
5263,0.0005476543788886795,18.866017942417855,2.0627460811361245e-05,2.405179636298154,PQ 32/20
5264,0.0005476543788886795,18.866017942417855,2.0627460811361245e-05,2.405179636298154,PQ 32/20
5265,0.0005476543788886795,18.866017942417855,2.0627460811361245e-05,2.405179636298154,PQ 32/20
5268,0.0005999409539868398,11.11985866861633,2.3350800864957557e-05,2.838221626692352,PQ 32/20
5269,0.0005999409539868398,11.11985866861633,2.3350800864957557e-05,2.838221626692352,PQ 32/20
5270,0.0005999409539868398,11.11985866861633,2.3350800864957557e-05,2.838221626692352,PQ 32/20
5271,0.0005999409539868398,11.11985866861633,2.3350800864957557e-05,2.838221626692352,PQ 32/20
